file	sample	group	ABCC3	ACADSB	ANXA2	ANXA4	AOX1	APOD	AQP3	ARG2	ARID5B	BCL6	C10orf10	C1R	C4BPA	CAAP1	CAMK2D	CD55	CEBPD	CFD	CLDN4	COMP	CP	CRABP2	DDX52	DEFB1	DKK1	DPP4	DYNLT3	EDN3	EDNRB	EFNA1	ENPEP	FOXN2	G0S2	GADD45A	GBP2	GGNBP2	GNLY	GPX3	HABP2	ICA1L	ID4	IDO1	IGFBP1	IL15	LAMB3	LEFTY1	MAOA	MAP3K5	MMP7	MT1G	MT1H	NDRG1	NNMT	OGT	OLFM1	PAEP	PPIP5K2	PRUNE2	RIC3	S100P	SERPING1	SFRP4	SLC1A1	SPP1	TCN1	TPM2	TSPAN8	YARS2
201124_PCOS1_TerviseTAK_counts_umi1	10PPE	PE	0.04108098445639034	0.10051730239329552	9.90095428573961	4.900437007547925	0.054191936942472374	4.370317495360675e-4	0.13810203285339734	0.062495540183657654	0.021414555727267307	0.05899928618736911	0.22638244625968296	3.4927577422922513	0.02272565097587551	0.9623439124784207	0.23075276375504364	0.9103371342836286	1.3364430900812945	0.246048874988806	1.0536835481314588	0.009177666740257417	0.8696931815767743	6.150784842970614	0.28013735145261925	0.2058419540314878	0.02272565097587551	0.4330984637902429	1.4234124082389719	0.07997681016510036	0.27926328795354716	0.7940866889070347	0.03889582570871001	0.7224134819831196	0.08784338165674957	0.9780770554617191	1.326391359841965	1.3036657088660895	10.022449112110635	1.2839992801369664	0.07211023867345114	0.07648055616881182	4.644336402319789	0.8106938953894053	0.014422047734690227	0.5646450204005993	0.24430074799066173	0.023599714474947645	0.39245451108338864	0.433972527289315	15.083713803487834	1.2931769468772238	0.062495540183657654	0.03671066696102967	0.17699785856210734	1.5387887901164936	0.7875312126639936	7.9863181910220975	1.1480824060312493	0.11275419138030542	0.023599714474947645	0.02316268272541158	4.875963229573905	15.45300563184581	0.08434712766046103	2.3717713047322384	0.02097752397773124	6.778362435304407	0.15864252508159252	1.4911523294170623
201124_PCOS1_TerviseTAK_counts_umi1	11PPE	PE	0.026761015817285357	0.026761015817285357	15.158483691235002	9.549113692850847	0.07963033974899544	0	0.4092477296936078	0.09398990921192905	0.015664984868654842	0.009790615542909277	0.1200982173263538	2.5429492103449696	0.13576320219500865	0.9013893376505141	0.19646501856104615	1.3432724524871527	1.708788766089099	0.16774587963517895	0.4784347461968333	0.003916246217163711	2.8732193079924424	4.215839052776735	0.360947359681922	1.2107727888064472	0.04373141609166144	0.3798758830648799	1.642212580397316	0.018275815680097316	0.2023393878867917	1.0508594016055957	0.0567855701488738	0.8648377062903194	0.1951596031553249	1.5253779015852653	1.1448493108175248	1.4653287929220884	3.8725148010720494	3.5043876566586603	0.14555381773791792	0.08681012448046226	4.333979146994507	1.8739238149128354	0.024802892708703502	0.4627697613281785	0.7316853349067532	0.3713906829276919	0.4457993610538024	0.360947359681922	18.495125468258482	2.1239108651084524	0.14555381773791792	0.0052216616228849475	0.3035090818301876	0.8224117056043793	0.22126791126974965	6.770537001773195	0.5900477633859991	0.374654221441995	0.02871913892586721	0.024150185005842883	4.7236456456022955	11.656706865387784	0.12140363273207502	1.5867324256541635	0.055480154743152564	5.0558738663583505	0.2578195426299443	2.2570632364920185
201124_PCOS1_TerviseTAK_counts_umi1	12PPE	PE	0.03404469257406633	0.06342572863113727	10.167703938353345	5.214900717304243	0.044304736911456186	4.663656516995388e-4	0.23411555715316848	0.054098415597146496	0.010726409989089391	0.021919185629878324	0.13291421073436854	1.8034359751221165	0.07508486992362574	0.914076677331096	0.22245641586068	1.0367308437280747	1.1850351209685281	0.18934445459001276	0.674364732357533	0.009793678685690314	1.2573217969819566	5.064730977456991	0.2667611527721362	0.8576464334754518	0.007461850427192621	0.2509047206143519	1.420549775076795	0.0746185042719262	0.23551465410826708	0.8096107713503993	0.013990969550986164	0.6869566049534206	0.09607132425010499	0.985896987692825	0.835260882193874	1.2722454978363418	3.927265152961816	1.5058946893378107	0.07834942948552251	0.054564781248846034	4.31807956908603	0.3521060670331518	0.007461850427192621	0.3273886874930762	0.19074355154511136	0.020986454326479245	0.33764873183046606	0.4029399230684015	10.166304841398246	1.2288734922282847	0.054564781248846034	0.011192775640788931	0.21219637152329016	1.4009624177054145	0.674364732357533	8.336752389780955	1.0996902067075125	0.10026861511540083	0.017255529112882934	0.051766587338648806	3.5565044598606828	14.143004753440213	0.07228667601342852	0.6645710536718428	0.012125506944188008	4.94440863931851	0.240644676276962	1.111349348000001
201124_PCOS1_TerviseTAK_counts_umi1	13PPE	PE	0.031158443923521413	0.054749837179901915	8.625992639913164	3.715866998193668	0.03872549459066233	0	0.13220082636122657	0.05786568157225405	0.016914583844197337	0.027597478903690395	0.09258509051560648	2.4917852726267555	0.027597478903690395	0.7611562729888802	0.20564572989524132	0.6289554466276537	1.1314966350513063	0.13665203263601533	1.0758565566164466	0.004006085647309896	0.7535892223217393	5.362813319865515	0.27330406527203066	0.3632184320227639	0.02848772015864815	0.22167007248448092	1.4132579922454356	0.0765607479263669	0.19140186981591725	0.5688641619180053	0.03872549459066233	0.7348941559676265	0.08902412549577547	1.0028567737099106	0.7224307783982179	1.2200756399196029	9.00390005264273	1.0282286494762067	0.05029863090511314	0.07389002416149364	4.4908220106343935	0.3707854826899048	0.02003042823654948	0.5194557722678499	0.1629141496572691	0.031158443923521413	0.2568346020553122	0.28220647782160824	11.718245639008925	1.3562825519281392	0.048073027767718754	0.009792653804535301	0.12997522322383218	1.082088245401151	0.6623394936885695	13.073637949682107	0.9227350607637127	0.07389002416149364	0.014688980706802952	0.029823082041084782	3.2386976855363114	13.174680332119811	0.10638382996745169	0.8969180643699378	0.024036513883859377	5.194112602051019	0.37212084457234146	1.9024455618447218
201124_PCOS1_TerviseTAK_counts_umi1	14PPE	PE	0.03537025802598925	0.06590037548000101	8.491840474281712	4.389262861772497	0.08414398225130074	7.446370110734578e-4	0.189510119318195	0.045422857675480925	0.011914192177175325	0.05249690928067877	0.09717512994508624	2.754784622466257	0.038721124575819804	0.8708529844504089	0.19919040046214995	0.9408488634913139	1.4155549580506432	0.22897588090508827	0.8455353260739114	0.006329414594124391	0.5048638935078044	5.82306142659444	0.29450393787955254	0.313119863156389	0.012658829188248783	0.3201939147615869	1.4617224527371977	0.08786716730666802	0.22227414780542715	0.6024113419584274	0.03127475446508523	0.7204363082135704	0.06999587904090503	1.189185306684312	0.9646772478456646	1.318379828105557	9.091273268195847	1.2066842764445385	0.06627269398553774	0.06143255341356027	3.6461151247211863	0.590497149781252	0.00670173309966112	0.7077774790253216	0.1288222029157082	0.022339110332203736	0.18913780081265827	0.37157386852565544	9.805752480320828	1.3716213743973094	0.04393358365333401	0.011541873671638597	0.17014955703028511	1.3127950505225061	0.7926660982876959	4.417931386698825	1.134454486370413	0.08786716730666802	0.009307962638418222	0.015265058727005884	3.4532541388531603	14.77061975165311	0.08600557477898438	0.5231075002791041	0.005212459077514204	6.004380538790827	0.6590037548000102	1.3734829669249928
201124_PCOS1_TerviseTAK_counts_umi1	15PPE	PE	0.04498728365510854	0.09610919689955007	10.882832891476712	5.063932238341399	0.06420912303501855	0	0.2821929611093172	0.06993477731839601	0.02044876529777661	0.07647838221368451	0.3014148004892272	2.304984824365379	0.4269702194175756	0.7999556984490209	0.20162482583607735	1.4375482004336957	1.6244499152553737	0.46541389817739565	1.8162593337485184	0.13823365341296986	1.4199622622776078	5.404199692896403	0.37216752841953427	0.8518955623053736	0.03312699978239811	0.40120477514237707	1.485398311230493	0.06952580201244048	0.26378907234131826	0.8118159823217314	0.0458052342670196	0.6797169584980944	0.2073504801194548	1.188073263800821	1.0580191165069617	1.237150300515485	5.798860863143491	2.8877746353520126	0.17258757911323458	0.06911682670648493	6.410278945547011	1.2845914360063266	0.009815407342932772	0.42737919472353114	0.39997784922451046	0.22166461582789845	0.5598871938531236	0.4690946759309954	11.498340726939787	4.354360082508551	0.660086143812229	0.02617441958115406	0.46173312042379583	1.1156846346466918	0.4535536143046852	10.159764550547331	0.9267380432952359	0.14191443116656965	0.020039789991821075	0.7795069331512443	3.8541832833249354	10.617816893217526	0.1284182460700371	1.0400242030449183	0.2163479368504765	5.052071954468689	0.2842378376390949	2.104177949141213
201124_PCOS1_TerviseTAK_counts_umi1	16PPE	PE	0.023132343257147987	0.07409054869318413	9.186557535251726	3.764872677938723	0.024138097311806595	3.3525135155286934e-4	0.10996244330934116	0.03654239731926276	0.0070402783826102565	0.024808600014912332	0.09353512708325055	1.9665844282091316	0.035201391913051286	0.787840676149243	0.1619264028000359	0.5746208165616181	0.9544605978710191	0.16460841361245887	0.7036925869094728	0.003687764867081563	0.5863546138659685	5.6147896358074565	0.2568025352894979	0.6302725409193944	0.008716535140374604	0.17198394334662198	1.3202198224151995	0.050958205436036144	0.17131344064351625	0.438844019182706	0.02682010812422955	0.6168624868572796	0.07207904058386691	0.7479457653144516	0.6182034922634911	1.0825266141642151	5.718382303437293	1.0483309763058226	0.02112083514783077	0.05933948922485788	3.007875126132344	0.49617200029824665	0.013745305413667645	0.26417806502366104	0.2276356677043983	0.017768321632302075	0.2625018082658967	0.27758811908577585	12.434137377744372	2.1080604985644427	0.06168624868572797	0.015086310819879122	0.1347710433242535	0.9517785870585961	0.700675324745497	5.139403219305487	0.9095369167629346	0.07476105139628987	0.009051786491927474	0.029166867585099635	2.4185032501023995	11.202088660787577	0.09051786491927473	0.7921989437194303	0.012069048655903298	4.6408844595463705	0.8274003356324816	1.4016859008425469
201124_PCOS1_TerviseTAK_counts_umi1	17PPE	PE	0.025310141109683874	0.06267273036683627	12.001827865249144	4.46663728345183	0.022899651480190172	6.026224073734256e-4	0.13257692962215364	0.028323253146551004	0.013257692962215363	0.06930157684794394	0.09159860592076069	3.0619244518643756	0.08979073869864042	0.794256332918175	0.16270804999082492	0.8183612292131119	1.534879271580115	0.2645512368369338	0.6502295775559263	0.0235022738875636	1.1919871217846358	7.958834134180832	0.28142466424338974	1.0503708560518807	0.013257692962215363	0.178376232582534	1.5168005993589122	0.027118008331804153	0.23381749406088914	0.5580283492277921	0.03013112036867128	0.7436360506988072	0.1319743072147802	0.6936183908868129	0.927435884947702	1.3143194704814412	9.595556592607055	2.959478642610893	0.09340647314288097	0.054236016663608305	4.011657365884894	0.8834444492094419	0.012052448147468512	0.40797536979180915	0.3603681996093085	0.025310141109683874	0.19645490480373676	0.36639442368304276	23.557715149041954	1.646967039351572	0.1012405644387355	0.012052448147468512	0.3410842825733589	1.0142135116094753	0.47908481386187335	14.792572233795479	1.0226502253127032	0.10726678851246976	0.007231468888481107	0.042183568516139795	5.189784172299941	12.13319955005655	0.06387797518158311	2.262847139687213	0.021091784258069898	7.96546298066194	0.3103505397973142	1.3745817112187837
201124_PCOS1_TerviseTAK_counts_umi1	18CES	LH+2	0.005248669485979695	0.0603596990887665	16.480166102290497	2.9635300085212855	0.0137777574006967	0	1.5365479920205558	0.04002110483059518	0.009185171600464467	0.07479354017521066	0.25980913955599494	2.360589101319368	0.026243347429898475	0.7000412926925419	0.2972059096436002	0.3857772072195076	2.583657554473505	0.34838043713190225	1.6041246116525443	6.560836857474619e-4	0.3739677008760533	1.0536703993104237	0.26768214378496447	0.26571389272772206	0.029523765858635784	0.03608460271611041	1.7878280436618337	0.04723802537381726	0.12531198397776522	0.4343273999648198	0.013121673714949237	0.610813911430887	1.6369287959399175	0.41267663833515356	0.4349834836505672	1.6231510385392207	1.6894154907997143	0.13187282083523985	0.029523765858635784	0.04395760694507995	1.2878922751222677	2.4380069762375682	0.0013121673714949237	0.4015232156774467	0.24865571689828805	1.8508120774935901	0.3464121860746599	0.8515966241002055	0.1449944945501891	9.40167921676113	0.595067902972948	0.06626445226049366	0.146306661921684	1.2478711702916725	0.30048632807233755	0.08660304651866498	0.6967608742638045	0.4271104794215977	0.005248669485979695	0.06101578277451396	1.411892091728538	1.104844926798726	0.03411635165886802	1.2760827687788134	0.11809506343454314	2.749646726967613	0.02099467794391878	1.6139658669387562
201124_PCOS1_TerviseTAK_counts_umi1	19CES	LH+2	0.008458406543217015	0.06396669948307868	10.71838704148281	1.959178415572641	0.0216746667669936	0.0010573008179021268	0.5751716449387569	0.02326061799384679	0.011101658587972331	0.09780032565594673	0.2738409118366508	3.0799172825488954	0.014802211450629776	0.8971197439899546	0.20987421235357218	0.4155192214355358	2.660168857841751	0.47842862010071235	0.5825727506640719	5.286504089510634e-4	0.3774563919910593	1.4120252423082904	0.2225618221683977	0.15330861859580838	0.038062829444476566	0.0650240003009808	1.4389864131647945	0.09145652074853397	0.14220696000783606	0.291815025740987	0.028547122083357423	0.8532417600470164	0.14273561041678712	0.6127058239742825	0.39807375794015076	1.475991941791369	1.7212857315446624	0.10414413056335949	0.032776325354965934	0.05868019539356804	1.2291122008112225	2.2636810511284535	0.005815154498461698	0.4551680021068656	0.11788904119608713	1.4384577627558435	0.28388526960672106	0.5360515146763782	0.3827428960805699	0.3885580505790316	0.02326061799384679	0.032776325354965934	0.21780396848783812	1.2444430626708032	0.8320957436889738	0.01691681308643403	0.8220513859189036	0.19084279763133388	0.01691681308643403	0.019560065131189346	1.5325575355491328	4.222859466701094	0.027489821265455298	1.7693929187592092	0.06185209784727442	3.8649631398412247	0.03383362617286806	1.2576593228945798
